Timestamp,Current,MVoltage,Sl1Voltage,Sl2Voltage,Sl3Voltage,Sl4Voltage
1481212102.64,-0.010570526123,3.89571289063,-3.67340234375,-3.73821875,-3.78635742188,-1.0
1481212103.94,0.0104103088379,3.89571289063,3.91420898438,3.90151171875,3.90063671875,-1.0
1481212104.94,-0.00866317749023,3.89569921875,3.91420898438,3.90151367188,3.900625,-1.0
1481212105.94,-0.00255966186523,3.89569726562,3.91419140625,3.90150195312,3.90062304688,-1.0
1481212106.95,-0.013240814209,3.89569335938,3.91419140625,3.90150976563,3.90061132813,-1.0
1481212107.96,0.00201797485352,3.89568945313,3.91418945313,3.90148828125,3.90060546875,-1.0
1481212109.22,0.00640487670898,3.89567578125,3.9141875,3.90148242187,3.900609375,-1.0
1481212110.22,0.0231895446777,3.89565820312,3.91416601563,3.90148046875,3.9005859375,-1.0
1481212111.23,0.00716781616211,3.89565820312,3.9141640625,3.90145703125,3.90059179688,-1.0
1481212112.22,0.0212821960449,3.89565625,3.91414648438,3.9014609375,3.9005859375,-1.0
1481212113.22,0.0142250061035,3.8956484375,3.91415820312,3.90146289062,3.90057421875,-1.0
1481212114.22,-0.0164833068848,3.89563867188,3.914140625,3.90144921875,3.90056640625,-1.0
1481212115.19,0.0106010437012,3.89563085938,3.91413085938,3.9014453125,3.9005625,-1.0
1481212116.19,0.0231895446777,3.89562890625,3.914125,3.90143554688,3.90055664063,-1.0
1481212117.19,0.0146064758301,3.89562109375,3.91412695313,3.9014296875,3.90054882813,-1.0
1481212118.24,-0.00713729858398,3.89560546875,3.91411132813,3.90142773437,3.90054101562,-1.0
1481212119.26,-0.0115242004395,3.89560351562,3.91410742188,3.90141796875,3.90053125,-1.0
1481212120.21,0.0249061584473,3.89560351562,3.9141015625,3.90140820312,3.90053515625,-1.0
1481212121.2,0.0544700622559,3.89558789062,3.91409375,3.90140234375,3.90052734375,-1.0
1481212122.19,0.018611907959,3.895578125,3.91408398437,3.90139453125,3.900515625,-1.0
1481212123.45,-0.00122451782227,3.89558007813,3.91408789063,3.90138867187,3.90050976563,-1.0
1481212124.44,0.0140342712402,3.895578125,3.91406640625,3.9013828125,3.90049804688,-1.0
1481212125.39,-8.01086425781e-05,3.89556640625,3.91407617188,3.9013828125,3.90049414063,-1.0
1481212126.4,0.0218544006348,3.89555859375,3.91406445312,3.90136914062,3.90048632812,-1.0
1481212127.33,0.0548515319824,3.89555078125,3.91405664063,3.90136328125,3.90048046875,-1.0
1481212128.33,0.0222358703613,3.89555078125,3.914046875,3.9013515625,3.90047851563,-1.0
1481212129.33,0.0262413024902,3.89554101563,3.91403710938,3.90134375,3.90047460938,-1.0
1481212130.33,0.0193748474121,3.89553125,3.91403515625,3.90134570313,3.90046289063,-1.0
1481212131.33,0.0189933776855,3.89552929687,3.9140234375,3.90134375,3.90045507813,-1.0
1481212132.66,0.035587310791,3.895515625,3.91402148438,3.90132421875,3.90045703125,-1.0
1481212133.78,0.0264320373535,3.8955078125,3.914015625,3.9013203125,3.90044335938,-1.0
1481212134.69,0.0207099914551,3.8955078125,3.91400195313,3.90131445312,3.90043164062,-1.0
1481212135.66,0.0283393859863,3.8954921875,3.91399609375,3.90130273438,3.90041992188,-1.0
1481212136.66,0.0291023254395,3.89549023437,3.914,3.9013125,3.900421875,-1.0
1481212137.66,0.0189933776855,3.895484375,3.91399023437,3.90129492187,3.9004140625,-1.0
1481212138.93,0.0262413024902,3.89547851563,3.91398046875,3.90128515625,3.90040234375,-1.0
1481212139.93,0.0182304382324,3.89546289063,3.91396679688,3.90127734375,3.90040429688,-1.0
1481212140.93,0.0210914611816,3.89547070312,3.91397070312,3.90127148438,3.90038476563,-1.0
1481212141.93,-0.000461578369141,3.895453125,3.913953125,3.901265625,3.90038671875,-1.0
1481212142.93,0.0163230895996,3.89544921875,3.91394726563,3.901265625,3.90037695312,-1.0
1481212144.3,0.030818939209,3.89543945313,3.91394140625,3.90125195313,3.90036328125,-1.0
1481212145.28,0.0100288391113,3.89544335938,3.9139375,3.90124609375,3.90036132813,-1.0
1481212146.24,0.0353965759277,3.89542773438,3.9139375,3.901234375,3.90034960938,-1.0
1481212147.25,0.0399742126465,3.89541992188,3.91392382813,3.9012265625,3.90034765625,-1.0
1481212148.33,0.0151786804199,3.89541796875,3.91391992188,3.90122851563,3.90034179688,-1.0
1481212149.31,0.0268135070801,3.89540625,3.91390429688,3.90121875,3.9003359375,-1.0
1481212150.59,0.0229988098145,3.89539453125,3.91391210938,3.9012109375,3.90032617188,-1.0
1481212151.59,0.0231895446777,3.8953984375,3.91389453125,3.90120117187,3.9003203125,-1.0
1481212152.59,0.0195655822754,3.89538476563,3.9138828125,3.90120117187,3.90031835937,-1.0
1481212153.64,0.00812149047852,3.89538476563,3.91388867188,3.90118945313,3.90030664063,-1.0
1481212154.59,0.0052604675293,3.895375,3.91387109375,3.90117578125,3.900296875,-1.0
1481212155.57,0.0062141418457,3.895359375,3.91385742187,3.901171875,3.90029296875,-1.0
1481212156.74,0.0163230895996,3.89535742188,3.91385546875,3.90117382813,3.9002890625,-1.0
1481212157.74,0.00106430053711,3.89534765625,3.91384765625,3.90115429688,3.9002890625,-1.0
1481212158.86,-0.000270843505859,3.89534960938,3.91384375,3.90116015625,3.90027539063,-1.0
1481212159.88,0.0273857116699,3.8953359375,3.91383789062,3.90115039063,3.90026953125,-1.0
1481212160.81,0.0239524841309,3.89533007813,3.91383203125,3.90114453125,3.90025390625,-1.0
